,number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_grow_policy,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
86,86,0.9697441353134623,2022-03-30 07:54:49.351595,2022-03-30 07:59:04.455277,0 days 00:04:15.103682,0.8282912613796003,1.08151634502386,depthwise,0.34143622349581615,8.40874520169478,12,3,8.635013664050486,5.323078707388316,8.97673478456874,0.8680998881231854,COMPLETE
87,87,0.9715151173040687,2022-03-30 07:59:04.457427,2022-03-30 08:02:47.293895,0 days 00:03:42.836468,0.878186229591574,0.717592774273736,lossguide,0.21230243630986573,9.247124251454071,13,12,9.282684049010264,1.5922666188274728,9.723720245557086,0.8649956422355107,COMPLETE
88,88,0.9711920729457842,2022-03-30 08:02:47.295847,2022-03-30 08:08:08.036654,0 days 00:05:20.740807,0.8898472554472747,2.591859801282607,lossguide,0.03493646796512523,8.670281543357909,12,10,8.786879977578986,3.4827116938121754,3.1672851812578555,0.7957752142706949,COMPLETE
89,89,0.9694903201833148,2022-03-30 08:08:08.038882,2022-03-30 08:11:17.276652,0 days 00:03:09.237770,0.771044955273821,2.101682376185413,lossguide,0.23539169781588348,9.089452427570395,6,11,6.363095342252434,4.208993009695756,1.749783020713692,0.9479964086290578,COMPLETE
90,90,0.9579757700040995,2022-03-30 08:11:17.278616,2022-03-30 08:15:20.691705,0 days 00:04:03.413089,0.7463310611476696,0.8503268979629962,lossguide,0.007924007720943899,9.047314287043822,7,14,6.343955500976459,1.1532920992041307,7.5959260766769585,0.9655854794135301,COMPLETE
91,91,0.9712326721161898,2022-03-30 08:15:20.693755,2022-03-30 08:19:03.636673,0 days 00:03:42.942918,0.7233894933127711,4.058280546086152,lossguide,0.10646996715468751,9.983272818574864,13,45,8.842066722722508,1.0239560330862831,14.271369634615603,0.8032906275747858,COMPLETE
92,92,0.9721874528355986,2022-03-30 08:19:03.638636,2022-03-30 08:23:12.702662,0 days 00:04:09.064026,0.8621584997132578,0.8133797523440939,lossguide,0.059998188118974116,9.064622918906993,13,24,9.61055586601834,2.6539881220613024,10.701705240599606,0.7217006947787976,COMPLETE
93,93,0.9708431831522687,2022-03-30 08:23:12.709462,2022-03-30 08:25:37.674591,0 days 00:02:24.965129,0.4529431417256842,0.8797880630637325,lossguide,0.15783796783746412,8.656864444384778,13,15,9.131493185970726,1.4311205046692106,10.616906196758277,0.6084804488296935,COMPLETE
94,94,0.9717027031260667,2022-03-30 08:25:37.676572,2022-03-30 08:29:08.247231,0 days 00:03:30.570659,0.8620724307575187,1.2215602403598602,lossguide,0.11610185054577167,8.207609790907624,15,31,9.037168853086781,4.581814416001686,9.567813619665692,0.7155518679469202,COMPLETE
95,95,0.9710885566138904,2022-03-30 08:29:08.250004,2022-03-30 08:33:31.951263,0 days 00:04:23.701259,0.6263133947332838,3.393989720908308,lossguide,0.13136455024136523,9.734479009565417,13,22,6.304698753760231,6.567214698944717,6.480680192599699,0.9564724973314527,COMPLETE
96,96,0.9694970673413289,2022-03-30 08:33:31.953072,2022-03-30 08:37:49.460932,0 days 00:04:17.507860,0.9438954657416142,5.38987325139151,lossguide,0.24422928768017715,9.57906994268824,15,33,9.291577865060951,5.084217598423264,12.129610620848835,0.6573878833634277,COMPLETE
97,97,0.9724744291131642,2022-03-30 08:37:49.462799,2022-03-30 08:43:29.882869,0 days 00:05:40.420070,0.8749646609424566,1.09027030880998,lossguide,0.03963373869285994,8.543968383534862,11,2,9.741666782609888,7.761936130058608,12.907880284517525,0.8774673439009443,COMPLETE
98,98,0.9728386524147771,2022-03-30 08:43:29.885240,2022-03-30 08:47:55.822339,0 days 00:04:25.937099,0.8508454868991611,0.02922983279581448,lossguide,0.1186142450607101,9.698027660915235,12,6,7.834668656735599,9.92438998860236,15.083492367393609,0.8489954388436329,COMPLETE
99,99,0.9719890071909213,2022-03-30 08:47:55.824868,2022-03-30 08:52:52.841227,0 days 00:04:57.016359,0.7332426006691896,2.814378324103827,lossguide,0.03287492151816482,8.179162681738475,14,17,8.896812827420606,9.479260566431652,17.739479459957117,0.7568019157155986,COMPLETE
100,100,0.9727166299861657,2022-03-30 08:52:52.843287,2022-03-30 08:57:25.322713,0 days 00:04:32.479426,0.8735512948995674,0.42609144039462876,lossguide,0.06058608191759955,7.683975689487186,14,15,8.669288712795304,8.912997590456122,19.99947149704554,0.7415734586469453,COMPLETE
101,101,0.9722562057427625,2022-03-30 08:57:25.326814,2022-03-30 09:01:57.620500,0 days 00:04:32.293686,0.9356647936824235,0.567074159029614,lossguide,0.09614963326117101,7.289473100282226,12,11,8.523034395593049,9.591366794826389,17.46435033847672,0.5082672365882179,COMPLETE
102,102,0.9686039726402668,2022-03-30 09:01:57.622553,2022-03-30 09:05:12.876393,0 days 00:03:15.253840,0.952042979210579,0.4960330222259965,lossguide,0.39209679876130654,9.903631465712438,14,28,6.459585741938991,9.740465063676794,13.421092150673548,0.6602055371640727,COMPLETE
103,103,0.9676037817865767,2022-03-30 09:05:12.878288,2022-03-30 09:07:49.738589,0 days 00:02:36.860301,0.8830886002733731,1.0007691950029334,depthwise,0.18139757786410188,7.20936386196091,15,31,7.960484805171097,9.170863260197663,12.078532281970581,0.34517574686069347,COMPLETE
104,104,0.971938927414041,2022-03-30 09:07:49.740667,2022-03-30 09:12:28.726364,0 days 00:04:38.985697,0.7742773280848484,1.263785589337673,lossguide,0.042354597796184626,7.913209086515552,9,12,9.645345264977369,8.283763546863128,10.56528458011567,0.9582240811338629,COMPLETE
105,105,0.9721082374101404,2022-03-30 09:12:28.733091,2022-03-30 09:16:44.786276,0 days 00:04:16.053185,0.9479950442292873,0.4878139913637879,lossguide,0.08676086746453356,7.271806056108521,8,2,7.945984515141129,9.86377481409703,17.7088680590999,0.45163284551536664,COMPLETE
106,106,0.9626901540357337,2022-03-30 09:16:44.788138,2022-03-30 09:19:09.707509,0 days 00:02:24.919371,0.9565901920034549,4.323615482809669,lossguide,0.14044324491891436,7.924052284074435,14,16,8.62394912809285,8.11378223826877,19.41837699007503,0.13853068407528019,COMPLETE
107,107,0.9722919569599143,2022-03-30 09:19:09.709980,2022-03-30 09:23:34.339888,0 days 00:04:24.629908,0.860742868275901,0.16429647872022002,lossguide,0.09810681770419519,7.360851140616074,12,4,9.24142331022148,4.986065256791997,6.99491388872637,0.9373120077851536,COMPLETE
108,108,0.9707492030912679,2022-03-30 09:23:34.341908,2022-03-30 09:27:58.663828,0 days 00:04:24.321920,0.9707276449537376,1.3307772646240805,depthwise,0.17034758831826952,5.457419453278754,8,23,9.645678762941495,4.344950334131611,3.6443748206370596,0.9333409803817808,COMPLETE
109,109,0.971293121868887,2022-03-30 09:27:58.665789,2022-03-30 09:32:14.434983,0 days 00:04:15.769194,0.940548131159207,0.317539198542483,lossguide,0.09466097905655797,9.138630581894539,9,45,9.750532479214334,4.749801200288671,13.25400704536302,0.715518704863849,COMPLETE
110,110,0.9712762398605223,2022-03-30 09:32:14.436950,2022-03-30 09:35:27.129567,0 days 00:03:12.692617,0.7345172081436175,0.07017507372707527,lossguide,0.2900249691877998,6.193808188681996,12,4,5.401248933735908,7.068600875692145,17.53305720645653,0.8144098929649781,COMPLETE
111,111,0.971386429940325,2022-03-30 09:35:27.131459,2022-03-30 09:39:19.022178,0 days 00:03:51.890719,0.9402355786320049,0.18633008233904694,lossguide,0.2555256807232898,8.457188087136162,12,6,9.328560318870638,9.004329122732162,17.602818020780372,0.9126371310406158,COMPLETE
112,112,0.9722787137519401,2022-03-30 09:39:19.024259,2022-03-30 09:43:35.935384,0 days 00:04:16.911125,0.8467963522137175,0.2556493214850561,lossguide,0.08457727456854616,6.877658057071691,15,31,7.492711263482638,8.892056576503023,19.66933088546281,0.847468592274109,COMPLETE
113,113,0.9707477656703624,2022-03-30 09:43:35.937794,2022-03-30 09:47:30.480052,0 days 00:03:54.542258,0.9106335925561225,0.39643439765099303,lossguide,0.1844538096124031,8.927507266514938,12,6,7.782808913629588,6.380305167438188,17.01112086226817,0.48080483559888654,COMPLETE
114,114,0.9720163484073726,2022-03-30 09:47:30.481945,2022-03-30 09:52:09.986643,0 days 00:04:39.504698,0.9523118085348875,0.6189156159434659,lossguide,0.18401340812168082,7.25668056648714,12,12,9.970164107488475,5.267088334427428,11.949684322326544,0.7824642280614534,COMPLETE
115,115,0.9714309658273267,2022-03-30 09:52:09.988411,2022-03-30 09:56:06.144261,0 days 00:03:56.155850,0.9391798979503262,1.4357096420896491,lossguide,0.12945952931203641,7.108272868575858,13,15,9.57710460228706,0.6396936350874394,13.634477369227556,0.48091107508587766,COMPLETE
116,116,0.9711921804393909,2022-03-30 09:56:06.146363,2022-03-30 10:00:08.576251,0 days 00:04:02.429888,0.9051907079084737,0.6254748500313112,lossguide,0.1392853816288534,6.549162372607444,15,59,5.07275973212686,9.611202809494095,14.94022839962029,0.8159169788614659,COMPLETE
117,117,0.9713973242640096,2022-03-30 10:00:08.578078,2022-03-30 10:05:20.127448,0 days 00:05:11.549370,0.9124893144850409,0.8732475602090508,lossguide,0.04862884720431454,6.041450917707926,15,41,9.468273450437271,9.029009693435246,17.18178363142955,0.6378255937419386,COMPLETE
118,118,0.971057713172348,2022-03-30 10:05:20.129357,2022-03-30 10:13:13.019987,0 days 00:07:52.890630,0.9617132579808648,0.21340991167978582,lossguide,0.01923050392378474,5.002761663388619,14,24,6.140614645527575,8.195887146773394,19.364805071377745,0.9231169305437825,COMPLETE
119,119,0.9724235738204904,2022-03-30 10:13:13.021783,2022-03-30 10:20:09.152434,0 days 00:06:56.130651,0.9563728990825631,1.2841766753347854,lossguide,0.10025547823974973,6.714802811039978,13,3,7.69316919392695,5.800119042785761,8.273711193380464,0.8555424845609688,COMPLETE
120,120,0.9716862678553353,2022-03-30 10:20:09.154540,2022-03-30 10:23:42.743500,0 days 00:03:33.588960,0.8923971700095163,0.39366129778191855,lossguide,0.18539027598520924,4.241868962637927,14,11,9.717658105232776,5.178657819279016,7.353049628753553,0.93418527723493,COMPLETE
121,121,0.9710428238012758,2022-03-30 10:23:42.745467,2022-03-30 10:28:21.345590,0 days 00:04:38.600123,0.9365065040059061,2.82155847108433,depthwise,0.20161876311849564,8.999673472946956,9,19,8.642585834637625,9.53676567767495,19.653327924553636,0.7679140942035974,COMPLETE
122,122,0.9726831795502174,2022-03-30 10:28:21.347819,2022-03-30 10:32:53.909527,0 days 00:04:32.561708,0.8375100627452273,1.2198879881177924,lossguide,0.05821468846715532,9.684561908846337,11,7,8.586312869009328,9.917231050293614,12.596754385511378,0.7148784354306595,COMPLETE
123,123,0.9724326865735344,2022-03-30 10:32:53.911547,2022-03-30 10:38:39.615696,0 days 00:05:45.704149,0.9424141093066434,1.5374886978361413,lossguide,0.050283310301150685,7.629455434960163,8,6,5.60674126652758,8.93296806368079,11.671473869998925,0.8863161103590732,COMPLETE
124,124,0.9722352240817438,2022-03-30 10:38:39.618233,2022-03-30 10:44:40.499758,0 days 00:06:00.881525,0.9619530010419971,1.174839626078146,lossguide,0.03502133167004287,5.877272096005295,10,7,7.219608822963856,7.247927859067062,6.254300554459906,0.7319986149768452,COMPLETE
125,125,0.9558403382604562,2022-03-30 10:44:40.501575,2022-03-30 10:49:49.913736,0 days 00:05:09.412161,0.8989289250660661,2.844715134630728,lossguide,0.0035275810988831466,9.387044103370698,12,19,9.168898767400979,9.655530868573457,9.210708836888191,0.502957567460864,COMPLETE
126,126,0.9702125097434636,2022-03-30 10:49:49.915785,2022-03-30 10:53:42.955371,0 days 00:03:53.039586,0.8944493896535798,2.376645253636304,lossguide,0.2561389785493552,8.095122313497875,8,34,4.342575773698599,8.811325051826772,12.013699867909649,0.8986132804240561,COMPLETE
127,127,0.9701187952321009,2022-03-30 10:53:42.962375,2022-03-30 10:57:21.614386,0 days 00:03:38.652011,0.8525601128027276,2.2268127606624755,depthwise,0.281591736272323,6.877761645987857,7,3,4.708015727302383,6.756079455888932,12.363032240044697,0.736484945220675,COMPLETE
128,128,0.9689414763989044,2022-03-30 10:57:21.616459,2022-03-30 10:59:13.228152,0 days 00:01:51.611693,0.2828130213172015,0.12212596009920654,depthwise,0.08477389252064046,5.391542160142298,14,3,2.8803073669812784,2.906127193131276,0.3687217671987959,0.4874879939856003,COMPLETE
129,129,0.9728140845791735,2022-03-30 10:59:13.230240,2022-03-30 11:03:55.613930,0 days 00:04:42.383690,0.6855426899098707,0.19842863796304477,lossguide,0.06880857277425413,6.354886116144467,13,4,6.026350150082443,4.789367553419854,6.0704198603902295,0.8340905824369089,COMPLETE
130,130,0.9689239779187115,2022-03-30 11:03:55.615924,2022-03-30 11:06:50.055959,0 days 00:02:54.440035,0.6843544580957783,1.5298524520158112,lossguide,0.038031241834855914,8.71639226130699,6,18,5.59578182496504,9.980394973016361,8.47323740389872,0.6805830688884164,COMPLETE
131,131,0.970448107944387,2022-03-30 11:06:50.063502,2022-03-30 11:09:35.163590,0 days 00:02:45.100088,0.6632730120060272,0.1989354685871494,lossguide,0.25729879698129554,7.621028555784202,14,57,6.452178661257926,4.851503377473729,19.707919767742528,0.8510269606680293,COMPLETE
132,132,0.971886586449593,2022-03-30 11:09:35.165467,2022-03-30 11:15:35.118433,0 days 00:05:59.952966,0.9954040227665645,2.3214532699023485,lossguide,0.09976077242353797,5.100613019372514,8,4,5.198314308617906,8.424369403487555,9.819512532618573,0.9204755219962946,COMPLETE
133,133,0.9710290803344535,2022-03-30 11:15:35.120556,2022-03-30 11:18:21.764571,0 days 00:02:46.644015,0.7898012912930215,0.06410481215045533,lossguide,0.32505512317133756,6.578578598911378,13,22,5.975966592690836,7.064335856904704,9.6574805482891,0.9271106422452023,COMPLETE
134,134,0.9693415003863558,2022-03-30 11:18:21.766788,2022-03-30 11:22:35.029030,0 days 00:04:13.262242,0.9040393407992044,0.26567432425167314,depthwise,0.035897115954101555,5.8845493833257345,11,21,3.8542459096072976,4.16529437924307,1.632049859039732,0.5817665551803792,COMPLETE
135,135,0.948162509199638,2022-03-30 11:22:35.031199,2022-03-30 11:28:45.087169,0 days 00:06:10.055970,0.6424305461786265,0.466309979711803,lossguide,0.00035549247878458035,8.514210894654969,12,13,9.775857800252638,5.300767842500539,17.183569737175958,0.9196753346063056,COMPLETE
136,136,0.9727095334087666,2022-03-30 11:28:45.089247,2022-03-30 11:34:26.232023,0 days 00:05:41.142776,0.9530983778306801,0.11170461527095377,lossguide,0.10050062599130231,8.337998691615436,10,5,5.9195881095512455,6.5958435019117,14.0972964009742,0.982065692097255,COMPLETE
137,137,0.9695061829796415,2022-03-30 11:34:26.234244,2022-03-30 11:38:18.732858,0 days 00:03:52.498614,0.965083255035983,0.5431287628568569,lossguide,0.36664278940174905,9.64576453019586,9,8,8.759484664783104,9.701998871197514,10.926080589770525,0.6575154324299073,COMPLETE
138,138,0.9714573670883935,2022-03-30 11:38:18.734838,2022-03-30 11:42:38.801530,0 days 00:04:20.066692,0.895315516435764,1.749276782243784,lossguide,0.19607125368046407,8.783970029174942,8,17,6.170379909342986,5.462988859733035,13.317001821493754,0.9603451125245721,COMPLETE
139,139,0.9724624261868833,2022-03-30 11:42:38.803507,2022-03-30 11:47:59.412999,0 days 00:05:20.609492,0.6883935151253981,2.0889256057391785,lossguide,0.031505476974489896,6.09646576255267,13,10,6.1511997357643144,4.558070336166353,9.359580001630487,0.8984086398330814,COMPLETE
140,140,0.9721077876974421,2022-03-30 11:47:59.415142,2022-03-30 11:55:33.902241,0 days 00:07:34.487099,0.9194776054717927,1.3848391426256952,lossguide,0.08675255803230206,8.543830494442739,14,3,5.966365131757649,6.335989812411037,12.468553090494838,0.9637369074535747,COMPLETE
141,141,0.970358563684464,2022-03-30 11:55:33.909521,2022-03-30 11:57:59.477799,0 days 00:02:25.568278,0.4722119135908537,1.7981710636690869,lossguide,0.18384094247607694,3.9252276356674485,9,14,9.792944975701849,0.3658508079484042,2.074573384720696,0.9901725888464648,COMPLETE
142,142,0.9707240954213857,2022-03-30 11:57:59.479668,2022-03-30 12:05:52.606446,0 days 00:07:53.126778,0.9982882539939752,0.6001609973230163,lossguide,0.0221816381214837,9.07884261195883,14,16,8.668652515375483,6.191911074618981,5.200654953473082,0.9837181137511298,COMPLETE
143,143,0.968647039405841,2022-03-30 12:05:52.608560,2022-03-30 12:08:49.366595,0 days 00:02:56.758035,0.7585175695720039,0.8763250757988303,lossguide,0.2274895506330973,6.777224292934633,14,14,7.031782493752288,1.6813461146349828,0.602145269394438,0.899569907535719,COMPLETE
144,144,0.972535071741356,2022-03-30 12:08:49.368690,2022-03-30 12:12:40.988541,0 days 00:03:51.619851,0.8207617561985265,1.2668382663805675,lossguide,0.11429758554702701,7.318966290459701,10,19,6.748369580666428,9.653288898366462,15.556495369160032,0.8119534582226631,COMPLETE
145,145,0.9670304111543659,2022-03-30 12:12:40.990643,2022-03-30 12:18:35.778579,0 days 00:05:54.787936,0.5674406850710191,1.6396760168454145,lossguide,0.00740698253014975,4.575880707395571,14,19,6.617589462709157,3.0094683863683356,12.745777040464693,0.9797130757826296,COMPLETE
146,146,0.9720741743851211,2022-03-30 12:18:35.780834,2022-03-30 12:22:35.643479,0 days 00:03:59.862645,0.7327031052603283,1.3742252627271938,lossguide,0.1323359558594877,6.741017940280483,12,17,6.637661529641982,4.7461224270353535,8.43446594292215,0.9143516762868255,COMPLETE
147,147,0.971290989009164,2022-03-30 12:22:35.645469,2022-03-30 12:26:28.280221,0 days 00:03:52.634752,0.6737137239822706,2.080816788444338,lossguide,0.15312402030312178,6.59953077294172,11,8,7.182843579688338,9.728923485278246,17.467297198275123,0.6849746466003424,COMPLETE
148,148,0.9715973640996712,2022-03-30 12:26:28.282336,2022-03-30 12:30:30.585582,0 days 00:04:02.303246,0.7285895233361676,1.7131018737273958,lossguide,0.12793001467288553,8.152765275848743,10,6,6.788138038500608,9.70203375111707,11.308734983945376,0.7118283185747635,COMPLETE
149,149,0.971954128245457,2022-03-30 12:30:30.587655,2022-03-30 12:34:29.716005,0 days 00:03:59.128350,0.7427265697825337,0.7418238142758484,lossguide,0.1749015892719308,9.290949684696493,13,3,9.192624422181273,7.165943982767188,12.405734611632356,0.9154007802283678,COMPLETE
150,150,0.9720152582549261,2022-03-30 12:34:29.717908,2022-03-30 12:38:14.374462,0 days 00:03:44.656554,0.7806442776246931,0.8026850260616097,lossguide,0.11855120788032893,6.6024153122724885,11,18,8.885635512557323,2.6330695959852415,7.187391933350886,0.925160583485071,COMPLETE
151,151,0.9709069139698618,2022-03-30 12:38:14.376587,2022-03-30 12:40:23.614572,0 days 00:02:09.237985,0.4101447051639705,1.7364503601463226,lossguide,0.12149355870911045,4.151956734867688,10,6,0.6499741073696534,5.565117861763621,12.665327424759672,0.5560134085625512,COMPLETE
152,152,0.9485822128360195,2022-03-30 12:40:23.616536,2022-03-30 12:44:39.889154,0 days 00:04:16.272618,0.9373752961303213,1.6729381361277729,lossguide,0.008960352927499887,9.425615865267728,5,3,6.777690053068964,9.399858765961588,14.775620755568994,0.9377092893071226,COMPLETE
153,153,0.9725438522471288,2022-03-30 12:44:39.890995,2022-03-30 12:49:08.588335,0 days 00:04:28.697340,0.7201120925211328,1.1973757743427564,lossguide,0.05367929669113074,8.704861118458389,14,15,7.445086990104042,8.842349771015233,12.916397581501514,0.7648069910523798,COMPLETE
154,154,0.9703008343447651,2022-03-30 12:49:08.590179,2022-03-30 12:53:28.514959,0 days 00:04:19.924780,0.5807915772575036,2.9758201667332678,lossguide,0.2103900852616961,6.092927351881418,15,7,7.186178583241514,7.2427324611968205,8.10734930900903,0.7881673655243188,COMPLETE
155,155,0.9699359466111955,2022-03-30 12:53:28.517034,2022-03-30 12:56:50.736887,0 days 00:03:22.219853,0.6860185218304559,3.220073068033294,lossguide,0.21652574281273318,9.038355107572025,15,17,7.14595419862956,8.445258801178309,13.094531777771547,0.6225983175955492,COMPLETE
156,156,0.9715891412947806,2022-03-30 12:56:50.738820,2022-03-30 13:01:36.535355,0 days 00:04:45.796535,0.8413804623982782,3.611573538120987,lossguide,0.07322891712252771,9.507468879470732,13,26,9.155839377724819,9.845156394022087,9.168953436502791,0.903902132382831,COMPLETE
157,157,0.9722931234327638,2022-03-30 13:01:36.538175,2022-03-30 13:05:29.877010,0 days 00:03:53.338835,0.6584609495599411,1.705668953304806,lossguide,0.09063817397564913,3.614474474352563,9,11,5.307980475000635,4.978908440979841,10.744354942146431,0.8215201775021422,COMPLETE
158,158,0.9726903118962267,2022-03-30 13:05:29.884559,2022-03-30 13:09:27.182390,0 days 00:03:57.297831,0.6299512129873062,1.073305616984134,lossguide,0.09774108546773011,8.531163554733777,10,14,7.444514402204009,9.846044826775229,16.420727571231264,0.8766627662859262,COMPLETE
159,159,0.9676132864897035,2022-03-30 13:09:27.184445,2022-03-30 13:11:41.126127,0 days 00:02:13.941682,0.48982931162083765,0.7473381697644115,lossguide,0.42485663816050845,7.5973651170841565,9,30,7.49909853401043,9.67375026913935,12.461336681373682,0.6935156911199866,COMPLETE
160,160,0.9705485238366102,2022-03-30 13:11:41.128136,2022-03-30 13:14:47.342950,0 days 00:03:06.214814,0.5538403268630836,1.638854481790256,lossguide,0.2571768767416046,9.58611726728086,8,30,7.566671836300862,8.012285126835517,19.527424986138072,0.9751480306317799,COMPLETE
161,161,0.9722797601252232,2022-03-30 13:14:47.344873,2022-03-30 13:19:39.693652,0 days 00:04:52.348779,0.7805135712790158,1.8172104367655633,depthwise,0.09277844187047399,6.8057140265367835,14,9,8.137080744577284,9.487541422105279,12.45570527801827,0.8652193647782813,COMPLETE
162,162,0.9440072285822013,2022-03-30 13:19:39.695580,2022-03-30 13:27:33.560484,0 days 00:07:53.864904,0.9521359082578817,0.57321174428234,lossguide,0.0014938142499244453,8.302173033578445,10,11,6.928692014794233,9.8420021560947,16.613173451635745,0.9505588250007855,COMPLETE
163,163,0.97289833431763,2022-03-30 13:27:33.562440,2022-03-30 13:32:37.600617,0 days 00:05:04.038177,0.648943704713759,0.8193099718999398,lossguide,0.06918389167038828,9.925148698639244,12,2,6.56112122480991,9.170796891918933,15.487504491109764,0.8136370042539133,COMPLETE
164,164,0.9702571932830977,2022-03-30 13:32:37.603047,2022-03-30 13:36:04.593989,0 days 00:03:26.990942,0.4543782246094476,2.3069609603294543,lossguide,0.3059027580620991,8.428653301241043,11,6,6.46142901496369,9.863457766801991,17.348656447710134,0.9393907917660158,COMPLETE
165,165,0.9715627495740112,2022-03-30 13:36:04.596226,2022-03-30 13:41:01.240772,0 days 00:04:56.644546,0.6270177158928677,0.4303103006318204,lossguide,0.028592320605500945,7.444491198236144,10,3,6.5044066502292335,1.4303835250233057,1.88471141025626,0.9456155205818995,COMPLETE
166,166,0.9717741258364772,2022-03-30 13:41:01.250904,2022-03-30 13:46:27.100121,0 days 00:05:25.849217,0.4859310278455198,2.305221280796557,lossguide,0.023028481439695585,8.07792844179229,13,5,6.830656340726483,7.234913263128072,12.4108159328232,0.9225052845414882,COMPLETE
167,167,0.9601342657078437,2022-03-30 13:46:27.102222,2022-03-30 13:51:32.643745,0 days 00:05:05.541523,0.616068562272786,0.7173687885046749,lossguide,0.004185658585803949,7.610472037367823,12,27,9.479320367055713,9.797071739125427,11.75770871445525,0.8355200440182204,COMPLETE
168,168,0.9723882727264508,2022-03-30 13:51:32.645616,2022-03-30 13:55:43.408412,0 days 00:04:10.762796,0.8018030768832758,0.960109726190578,lossguide,0.05540398046378879,9.355818545511136,12,22,7.492760248144585,9.596910158446153,17.468545807381755,0.7082152564089181,COMPLETE
169,169,0.9724512924825724,2022-03-30 13:55:43.410444,2022-03-30 13:58:54.353693,0 days 00:03:10.943249,0.49865417844588455,0.45272446566062063,lossguide,0.14073463338136555,9.216499576564598,10,8,4.013801072133111,9.636187397123399,13.604419087696705,0.682080377845271,COMPLETE
170,170,0.9719728382884784,2022-03-30 13:58:54.355818,2022-03-30 14:05:01.955344,0 days 00:06:07.599526,0.9166385922193601,1.0742397720981611,lossguide,0.1699309372765459,9.226975967983094,13,4,7.875063014697817,9.713332297709126,13.388507167397604,0.8380375483601679,COMPLETE
171,171,0.9686280513936695,2022-03-30 14:05:01.957364,2022-03-30 14:07:00.330914,0 days 00:01:58.373550,0.4469694914717191,0.7391879214692114,lossguide,0.14924845645495738,8.964769119293315,10,11,4.451956430245295,9.454603000253059,9.343940428001723,0.3322140353652228,COMPLETE
172,172,0.9579725572967291,2022-03-30 14:07:00.333011,2022-03-30 14:10:39.713718,0 days 00:03:39.380707,0.6555305977526489,3.749225606198052,depthwise,0.007934220539556003,5.478838205224115,13,11,5.210610232332041,0.2342515534551759,0.8031169852710835,0.5104736955906299,COMPLETE
173,173,0.9722343997972326,2022-03-30 14:10:39.715835,2022-03-30 14:15:11.071995,0 days 00:04:31.356160,0.5374025581553462,1.3228203540311188,lossguide,0.04731179832581292,9.590704615310624,14,3,6.830344399151622,6.913856635547833,18.98498042132426,0.5895371285390214,COMPLETE
174,174,0.9726017673538127,2022-03-30 14:15:11.074200,2022-03-30 14:19:06.829430,0 days 00:03:55.755230,0.5717816244937388,0.860073958907692,lossguide,0.11153211181821705,9.495353538112354,9,10,4.174807119540214,8.597573140799232,10.788506705246315,0.9436951708719006,COMPLETE
175,175,0.9699240002996398,2022-03-30 14:19:06.831585,2022-03-30 14:21:25.953340,0 days 00:02:19.121755,0.3151891553477397,0.9470318268606266,lossguide,0.026831972739825974,8.664363613557365,8,10,4.973711488740794,9.702447025786034,14.3413128185764,0.7275248313311827,COMPLETE
176,176,0.9730713931573814,2022-03-30 14:21:25.955309,2022-03-30 14:25:16.416556,0 days 00:03:50.461247,0.6064865917889339,0.23217013539367937,lossguide,0.10015019426874365,8.624137458249345,9,10,5.40064498178582,9.614984470793917,14.521207037782064,0.8776735515236512,COMPLETE
177,177,0.9714269166007662,2022-03-30 14:25:16.418707,2022-03-30 14:28:21.924154,0 days 00:03:05.505447,0.7063267649033808,1.7916316900303595,lossguide,0.11559269595623078,9.92642214805081,6,15,3.686055116131652,6.530564056540589,11.172400039699092,0.8714666085604593,COMPLETE
178,178,0.9708039799648059,2022-03-30 14:28:21.926644,2022-03-30 14:33:02.431425,0 days 00:04:40.504781,0.678028778501303,0.7187368491323725,lossguide,0.024187912610819817,8.97815082623535,10,28,2.9436670727239247,9.050328268114933,9.60386783932,0.9741085479895297,COMPLETE
179,179,0.9710088476245615,2022-03-30 14:33:02.433554,2022-03-30 14:35:32.430279,0 days 00:02:29.996725,0.4571806826829384,1.5130565332279358,depthwise,0.12945288671757044,8.2251567555803,9,35,5.822728485480227,9.993129271900663,11.919420952999733,0.8026679373034946,COMPLETE
180,180,0.9711244291597895,2022-03-30 14:35:32.432462,2022-03-30 14:39:11.812556,0 days 00:03:39.380094,0.5399101230878718,1.710091175054271,lossguide,0.19371811834274943,9.394847623678917,8,4,5.925691939766696,9.30622905066061,15.176885109208195,0.8128060769024764,COMPLETE
181,181,0.971286907598715,2022-03-30 14:39:11.814546,2022-03-30 14:43:39.319745,0 days 00:04:27.505199,0.9497560455609089,1.744934787937058,lossguide,0.12859497028980751,9.292087118535992,12,42,6.322265964374389,9.5448145031181,15.286361259782241,0.7396208188301997,COMPLETE
182,182,0.972287524615289,2022-03-30 14:43:39.321891,2022-03-30 14:47:40.510831,0 days 00:04:01.188940,0.7087965020260015,3.478612095476849,lossguide,0.03176521263918998,4.559852961050561,12,4,0.46199243646240196,2.7615500232551464,12.773620936144578,0.4487232654612262,COMPLETE
183,183,0.9717291554921209,2022-03-30 14:47:40.512873,2022-03-30 14:51:55.625269,0 days 00:04:15.112396,0.734577104419945,0.8632365086217955,lossguide,0.03560163419429514,9.87516315925991,12,35,4.365884110505407,8.978272670734308,17.79047599452138,0.7132475346629553,COMPLETE
